name,model_type,test_MeanSquaredError,test_MeanAbsolutePercentageError,test_MeanSquaredErrorHighChangeIntervals,Mean test time per sample (ms)
transformer_2025-02-06_16-01-55,transformer,0.6170344913264728,0.7544291491404135,1.4078974343885216,0.8975202346320652
transformer_2025-02-06_16-01-07,transformer,0.6114478551881453,0.676416400980567,1.3984730391049955,0.842740126382893
transformer_2025-02-06_16-00-20,transformer,0.6299889414394806,0.8289155212800928,1.4075629400034202,0.8510090744175265
transformer_2025-02-06_15-59-35,transformer,0.6276414198552869,1.2116264837230146,1.4023422073015024,0.862316696730721
transformer_2025-02-06_15-58-49,transformer,0.6126676913202429,0.718863579559961,1.3974607692690006,0.8616857933323554
transformer_2025-02-06_15-58-02,transformer,0.6184703430610203,0.9173466857464306,1.4034631278783494,0.9011701170993432
transformer_2025-02-06_15-57-11,transformer,0.6354297496576715,1.2070281727073522,1.420189132720788,0.9051838613417752
transformer_2025-02-06_15-56-21,transformer,0.6292543636245262,0.6994678135924964,1.4090114632008273,0.898342067733064
transformer_2025-02-06_15-55-36,transformer,0.6225232545019165,0.6758724303462753,1.4012998182590248,0.8968459368419007
transformer_2025-02-06_15-54-43,transformer,0.6462735093519131,1.1198993356633082,1.4296645139708188,0.8598213329377686
transformer_2025-02-06_15-53-57,transformer,0.6225993638758248,1.0924677802384046,1.4046934079897258,0.8654578200653386
transformer_2025-02-06_15-53-09,transformer,0.6311350759471162,0.9547063168907935,1.4089705943426394,0.8947783218853919
transformer_2025-02-06_15-52-23,transformer,0.6279563432692565,0.8621974252463235,1.411813377584983,0.8980615507535008
transformer_2025-02-06_15-51-37,transformer,0.6168483307445815,0.7343857473253514,1.395319777082557,0.8549962266612693
transformer_2025-02-06_15-50-49,transformer,0.6361995834663924,0.9694673503777892,1.4214434127579694,0.8595774736245879
